symbol	id	ensg	Entrez.ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrez
CSMD3	ENSG00000164796_CSMD3	ENSG00000164796	114788	87.31129029	-0.216744984	1.074310636	-0.201752619	0.840110125	0.934867027	114788
CSNK1A1	ENSG00000113712_CSNK1A1	ENSG00000113712	1452	6749.896222	1.312054157	0.222164383	5.905780851	3.51e-09	6.87e-07	1452
CSNK1A1L	ENSG00000180138_CSNK1A1L	ENSG00000180138	122011	17.0610835	-0.176366901	1.023182838	-0.172370855	0.863145983	0.9437774	122011
CSNK1A1P1	ENSG00000223518_CSNK1A1P1	ENSG00000223518	161635	34.82300911	1.106157812	0.777465648	1.422773874	0.154801717	0.412065941	161635
CSNK1D	ENSG00000141551_CSNK1D	ENSG00000141551	1453	4596.31273	-0.274873756	0.208523223	-1.318192536	0.187439203	0.457957953	1453
CSNK1E	ENSG00000213923_CSNK1E	ENSG00000213923	1454	2074.623463	0.727419963	0.331616678	2.193556628	0.028267299	0.162404411	1454
CSNK1G1	ENSG00000169118_CSNK1G1	ENSG00000169118	53944	1675.814242	0.149400413	0.310442104	0.481250484	0.630338484	0.825849339	53944
CSNK1G2	ENSG00000133275_CSNK1G2	ENSG00000133275	1455	1762.697826	0.935939035	0.306442047	3.054212192	0.002256524	0.03422922	1455
CSNK1G2-AS1	ENSG00000180846_CSNK1G2-AS1	ENSG00000180846	255193	48.78510326	0.031669209	0.594172408	0.053299696	0.957493122	0.981934759	255193
CSNK1G3	ENSG00000151292_CSNK1G3	ENSG00000151292	1456	1369.595425	-0.02123789	0.238104299	-0.089195742	0.928926349	0.970975597	1456
CSNK2A1	ENSG00000101266_CSNK2A1	ENSG00000101266	1457	2998.155088	0.645669955	0.311966715	2.069675785	0.038482716	0.193126155	1457
CSNK2A2	ENSG00000070770_CSNK2A2	ENSG00000070770	1459	2472.80063	0.291530881	0.333036419	0.875372374	0.381371326	0.653441087	1459
CSNK2A3	ENSG00000254598_CSNK2A3	ENSG00000254598	283106	89.63619205	0.466697551	0.457277302	1.020600736	0.30744364	0.589758443	283106
CSNK2B	ENSG00000204435_CSNK2B	ENSG00000204435	1460	386.6181924	0.741329035	0.346807773	2.137579066	0.032550922	0.175847613	1460
CSPG4	ENSG00000173546_CSPG4	ENSG00000173546	1464	3421.266995	1.483790148	0.715528567	2.073697985	0.038107368	0.191942043	1464
CSPG5	ENSG00000114646_CSPG5	ENSG00000114646	10675	24.54019563	-0.02479127	0.81248881	-0.030512753	0.975658123	0.990406569	10675
CSPP1	ENSG00000104218_CSPP1	ENSG00000104218	79848	1444.178362	-0.036341135	0.240958523	-0.150819049	0.880118459	0.952098038	79848
CSRNP1	ENSG00000144655_CSRNP1	ENSG00000144655	64651	1197.306954	0.066971895	0.554423195	0.120795623	0.903852917	0.962324596	64651
CSRNP2	ENSG00000110925_CSRNP2	ENSG00000110925	81566	1177.902543	-0.174010646	0.333972252	-0.521033243	0.602343614	0.808912651	81566
CSRNP3	ENSG00000178662_CSRNP3	ENSG00000178662	80034	271.1230429	-0.78824738	0.703654589	-1.1202192	0.262620364	0.544659006	80034
CSRP1	ENSG00000159176_CSRP1	ENSG00000159176	1465	3688.672298	-0.923229011	0.565557065	-1.632424151	0.102590165	0.331110162	1465
CSRP2	ENSG00000175183_CSRP2	ENSG00000175183	1466	377.7163828	0.943912678	0.528074782	1.787460244	0.073863132	0.275327249	1466
CST1	ENSG00000170373_CST1	ENSG00000170373	1469	46.81307719	3.120691294	1.565669305	1.993199512	0.046239605	0.214525649	1469
CST3	ENSG00000101439_CST3	ENSG00000101439	1471	3093.443289	-0.088908286	0.420226441	-0.211572327	0.8324407	0.932323858	1471
CST6	ENSG00000175315_CST6	ENSG00000175315	1474	83.99967414	4.008044704	1.280811348	3.129301368	0.001752225	0.029060965	1474
CST7	ENSG00000077984_CST7	ENSG00000077984	8530	154.7949209	-0.608325881	0.552892593	-1.100260501	0.271218637	0.55412202	8530
CSTA	ENSG00000121552_CSTA	ENSG00000121552	1475	1582.817045	4.607856712	0.793012604	5.810571846	6.23e-09	1.13e-06	1475
CSTB	ENSG00000160213_CSTB	ENSG00000160213	1476	5180.148653	2.89151047	0.56479179	5.119604289	3.06e-07	3.39e-05	1476
CSTF1	ENSG00000101138_CSTF1	ENSG00000101138	1477	718.7001805	0.844048857	0.396379838	2.129394021	0.033221675	0.178215398	1477
CSTF2	ENSG00000101811_CSTF2	ENSG00000101811	1478	594.5123019	0.546098209	0.390345007	1.399014205	0.161808723	0.423269905	1478
CSTF2T	ENSG00000177613_CSTF2T	ENSG00000177613	23283	1158.173215	-0.506073189	0.249106199	-2.031555986	0.042198626	0.204055186	23283
CSTF3	ENSG00000176102_CSTF3	ENSG00000176102	1479	857.9888562	-0.065611641	0.321719979	-0.203940214	0.838400219	0.934207232	1479
CT45A5	ENSG00000228836_CT45A5	ENSG00000228836	441521	30.03389223	-2.248638567	5.93910551	-0.378615696	0.704973265	0.868322463	441521
CT62	ENSG00000225362_CT62	ENSG00000225362	196993	20.48831862	1.890591272	1.265171162	1.494336363	0.135087725	0.383999104	196993
CTAG1B	ENSG00000184033_CTAG1B	ENSG00000184033	1485	10.74056464	2.237557647	5.958448217	0.37552691	0.707268637	0.869147327	1485
CTAG2	ENSG00000126890_CTAG2	ENSG00000126890	30848	27.89005467	3.110050044	4.292132049	0.724593281	0.468701582	0.718137156	30848
CTAGE1	ENSG00000212710_CTAGE1	ENSG00000212710	64693	29.53790704	-0.161270363	1.08204024	-0.149042852	0.88151982	0.952517832	64693
CTAGE11P	ENSG00000214249_CTAGE11P	ENSG00000214249	647288	27.55552343	-0.918542267	0.904297667	-1.015752114	0.309747444	0.592171464	647288
CTAGE15	ENSG00000271079_CTAGE15	ENSG00000271079	441294	98.37250365	0.48729347	0.678839994	0.717832588	0.472860517	0.720430034	441294
CTAGE4	ENSG00000225932_CTAGE4	ENSG00000225932	100128553	426.2696062	0.853642204	0.537090421	1.589382665	0.111974026	0.346026751	100128553
CTAGE6	ENSG00000271321_CTAGE6	ENSG00000271321	340307	59.61888826	0.503487188	0.703967613	0.715213567	0.474477087	0.721688924	340307
CTAGE7P	ENSG00000233122_CTAGE7P	ENSG00000233122	119437	180.3737076	-0.569996403	0.494218596	-1.153328523	0.248775567	0.530413724	119437
CTAGE9	ENSG00000236761_CTAGE9	ENSG00000236761	643854	84.83023986	0.172638171	1.004333687	0.171893239	0.863521462	0.943907497	643854
CTBP1	ENSG00000159692_CTBP1	ENSG00000159692	1487	3242.565539	0.071976651	0.212782631	0.338263749	0.73516444	0.884012621	1487
CTBP1-AS2	ENSG00000196810_CTBP1-AS2	ENSG00000196810	92070	139.9481689	-0.406966173	0.573596727	-0.709498772	0.478015013	0.724623187	92070
CTBP2	ENSG00000175029_CTBP2	ENSG00000175029	1488	1942.037403	-0.038489234	0.330765225	-0.11636421	0.907363899	0.963549229	1488
CTBS	ENSG00000117151_CTBS	ENSG00000117151	1486	586.8982772	0.33173404	0.37235342	0.890911758	0.372976512	0.646698814	1486
CTC1	ENSG00000178971_CTC1	ENSG00000178971	80169	1214.264764	-0.269957318	0.306687664	-0.880235333	0.378731836	0.651199759	80169
CTCF	ENSG00000102974_CTCF	ENSG00000102974	10664	1766.266826	-0.051695185	0.199179916	-0.259540147	0.79521851	0.916488932	10664
CTCFL	ENSG00000124092_CTCFL	ENSG00000124092	140690	67.10744047	-1.53082147	1.023883766	-1.495112552	0.134885071	0.38372262	140690
CTDNEP1	ENSG00000175826_CTDNEP1	ENSG00000175826	23399	1898.846914	0.25177555	0.24148388	1.042618456	0.297125038	0.579448935	23399
CTDP1	ENSG00000060069_CTDP1	ENSG00000060069	9150	1091.362442	0.09180955	0.193496735	0.474475964	0.635160534	0.828422434	9150
CTDSP1	ENSG00000144579_CTDSP1	ENSG00000144579	58190	1648.835419	0.191213604	0.337557558	0.566462219	0.571079609	0.790481065	58190
CTDSP2	ENSG00000175215_CTDSP2	ENSG00000175215	10106	3749.982706	0.043812489	0.312696247	0.140111977	0.888571518	0.955118351	10106
CTDSPL	ENSG00000144677_CTDSPL	ENSG00000144677	10217	908.7169215	0.324496617	0.407424969	0.796457363	0.425766248	0.687135937	10217
CTDSPL2	ENSG00000137770_CTDSPL2	ENSG00000137770	51496	1572.635418	0.084344945	0.337752136	0.249724387	0.802800497	0.91934365	51496
CTF1	ENSG00000150281_CTF1	ENSG00000150281	1489	65.19750851	-0.806542954	0.760669016	-1.060307357	0.289004793	0.572247775	1489
CTGF	ENSG00000118523_CTGF	ENSG00000118523	1490	3610.87819	-0.033190644	0.70705015	-0.046942419	0.96255912	0.984349728	1490
CTH	ENSG00000116761_CTH	ENSG00000116761	1491	72.21280455	-0.112486134	0.648704021	-0.173401321	0.862335987	0.943515628	1491
CTHRC1	ENSG00000164932_CTHRC1	ENSG00000164932	115908	1350.83329	1.20143076	0.674554326	1.781073391	0.074900462	0.276685104	115908
CTIF	ENSG00000134030_CTIF	ENSG00000134030	9811	883.8156219	0.089058825	0.463227804	0.192257081	0.847540836	0.936846773	9811
CTLA4	ENSG00000163599_CTLA4	ENSG00000163599	1493	269.6410674	-0.446202735	0.602136948	-0.741031981	0.45867405	0.711902363	1493
CTNNA1	ENSG00000044115_CTNNA1	ENSG00000044115	1495	8834.957502	0.518166483	0.14572673	3.555740827	0.000376916	0.010050505	1495
CTNNA2	ENSG00000066032_CTNNA2	ENSG00000066032	1496	12.89030604	1.06309682	1.639252017	0.648525552	0.516645089	0.752435463	1496
CTNNA3	ENSG00000183230_CTNNA3	ENSG00000183230	29119	44.80083041	-3.760900252	1.148741993	-3.27392946	0.001060631	0.02102975	29119
CTNNAL1	ENSG00000119326_CTNNAL1	ENSG00000119326	8727	666.9182837	-0.460773082	0.567493165	-0.811944725	0.416823349	0.680346814	8727
CTNNB1	ENSG00000168036_CTNNB1	ENSG00000168036	1499	9103.588662	0.368133345	0.235356983	1.56414881	0.117782626	0.355395262	1499
CTNNBIP1	ENSG00000178585_CTNNBIP1	ENSG00000178585	56998	577.8849961	2.090927019	0.379994475	5.502519523	3.74e-08	5.42e-06	56998
CTNNBL1	ENSG00000132792_CTNNBL1	ENSG00000132792	56259	972.2475413	0.452002533	0.17783779	2.54165626	0.011032862	0.093164138	56259
CTNND1	ENSG00000198561_CTNND1	ENSG00000198561	1500	614.3328524	1.070752404	0.336325393	3.183679931	0.001454157	0.02570268	1500
CTNND2	ENSG00000169862_CTNND2	ENSG00000169862	1501	18.05398511	-2.023002044	1.40043653	-1.444551039	0.148584034	0.402821014	1501
CTNS	ENSG00000040531_CTNS	ENSG00000040531	1497	920.6000581	-0.378931664	0.326546244	-1.160422671	0.245876761	0.52722671	1497
CTPS1	ENSG00000171793_CTPS1	ENSG00000171793	1503	1393.499992	0.377200096	0.277372082	1.359906497	0.173859515	0.440090119	1503
CTPS2	ENSG00000047230_CTPS2	ENSG00000047230	56474	829.2224213	-0.132827651	0.351117895	-0.378299291	0.705208272	0.868322463	56474
CTR9	ENSG00000198730_CTR9	ENSG00000198730	9646	1604.303017	0.216840874	0.244870335	0.885533457	0.375868983	0.649083931	9646
CTRB1	ENSG00000168925_CTRB1	ENSG00000168925	1504	10.85453745	-1.260446487	1.670926163	-0.754340027	0.450645073	0.706440412	1504
CTRL	ENSG00000141086_CTRL	ENSG00000141086	1506	133.4042095	-0.919492327	0.510388383	-1.801554183	0.071615575	0.270437886	1506
CTSA	ENSG00000064601_CTSA	ENSG00000064601	5476	2919.230503	-0.355257353	0.354002808	-1.003543882	0.315598515	0.597890163	5476
CTSB	ENSG00000164733_CTSB	ENSG00000164733	1508	17315.50601	1.026254855	0.401079251	2.558733352	0.010505429	0.090427778	1508
CTSC	ENSG00000109861_CTSC	ENSG00000109861	1075	5911.884067	1.410183405	0.424696575	3.320449203	0.000898727	0.018812946	1075
CTSD	ENSG00000117984_CTSD	ENSG00000117984	1509	10839.66688	-0.066338359	0.402836223	-0.164678238	0.869197247	0.946737071	1509
CTSE	ENSG00000196188_CTSE	ENSG00000196188	1510	298.1175545	-5.81625945	1.151598074	-5.050598454	4.4e-07	4.63e-05	1510
CTSF	ENSG00000174080_CTSF	ENSG00000174080	8722	616.6691877	-0.320173171	0.393235586	-0.814201923	0.415529284	0.679258957	8722
CTSG	ENSG00000100448_CTSG	ENSG00000100448	1511	97.59723225	-1.014133559	1.299780165	-0.780234679	0.435252754	0.695079678	1511
CTSH	ENSG00000103811_CTSH	ENSG00000103811	1512	2244.119436	-1.72559219	0.438483269	-3.935366095	8.31e-05	0.003237937	1512
CTSK	ENSG00000143387_CTSK	ENSG00000143387	1513	1491.633611	0.364628944	0.478843277	0.761478676	0.446371211	0.703006957	1513
CTSL	ENSG00000135047_CTSL	ENSG00000135047	1514	1690.075171	0.670552495	0.480814985	1.394616467	0.163131527	0.424966791	1514
CTSO	ENSG00000256043_CTSO	ENSG00000256043	1519	622.1128166	-0.99140605	0.356724886	-2.779189477	0.005449473	0.060294828	1519
CTSS	ENSG00000163131_CTSS	ENSG00000163131	1520	2490.331819	-1.383501316	0.465316147	-2.973250176	0.002946642	0.041136728	1520
CTSV	ENSG00000136943_CTSV	ENSG00000136943	1515	337.1820465	5.076862394	1.003658085	5.058358488	4.23e-07	4.5e-05	1515
CTSW	ENSG00000172543_CTSW	ENSG00000172543	1521	230.5678545	-1.081416091	0.393655963	-2.747109641	0.006012303	0.064131234	1521
CTSZ	ENSG00000101160_CTSZ	ENSG00000101160	1522	2809.359948	-0.29584675	0.259817747	-1.138670293	0.254840698	0.537441468	1522
CTTN	ENSG00000085733_CTTN	ENSG00000085733	2017	14630.58856	0.833217988	0.33313989	2.50110543	0.012380632	0.099850728	2017
CTTNBP2	ENSG00000077063_CTTNBP2	ENSG00000077063	83992	257.8959055	-0.44505304	0.633248084	-0.702809928	0.482174209	0.727869838	83992
CTTNBP2NL	ENSG00000143079_CTTNBP2NL	ENSG00000143079	55917	1814.633067	-0.150686441	0.327488505	-0.46012742	0.645424764	0.834034388	55917
CTU1	ENSG00000142544_CTU1	ENSG00000142544	90353	116.519655	0.490292051	0.663032193	0.73946945	0.459621984	0.712700485	90353
CTU2	ENSG00000174177_CTU2	ENSG00000174177	348180	435.1469144	0.087949339	0.392780442	0.223914762	0.822823629	0.928660662	348180
CTXN1	ENSG00000178531_CTXN1	ENSG00000178531	404217	26.48246026	-2.288619874	0.84534381	-2.707324342	0.006782795	0.070193159	404217
CUBN	ENSG00000107611_CUBN	ENSG00000107611	8029	270.3319118	-1.086677791	0.68940367	-1.576257623	0.114966444	0.351047278	8029
CUEDC1	ENSG00000180891_CUEDC1	ENSG00000180891	404093	634.0791842	-1.179777988	0.440135648	-2.680487236	0.007351507	0.073569103	404093
CUEDC2	ENSG00000107874_CUEDC2	ENSG00000107874	79004	409.7361209	0.18134791	0.321962077	0.563258602	0.573258803	0.791604275	79004
CUL1	ENSG00000055130_CUL1	ENSG00000055130	8454	2040.231775	0.19012993	0.230712337	0.824099537	0.409883003	0.675550632	8454
CUL2	ENSG00000108094_CUL2	ENSG00000108094	8453	1156.382925	-0.226554255	0.267142444	-0.848065366	0.396401568	0.664763841	8453
CUL3	ENSG00000036257_CUL3	ENSG00000036257	8452	2308.222879	-0.18609889	0.303583624	-0.613007011	0.539871704	0.769155195	8452
CUL4A	ENSG00000139842_CUL4A	ENSG00000139842	8451	2701.262084	0.393846484	0.247524197	1.591143366	0.111577315	0.345282852	8451
CUL4B	ENSG00000158290_CUL4B	ENSG00000158290	8450	3166.340878	0.039277995	0.253108754	0.155182287	0.876677612	0.950602102	8450
CUL5	ENSG00000166266_CUL5	ENSG00000166266	8065	1516.42959	-0.396345439	0.309602825	-1.280173847	0.200484002	0.475374437	8065
CUL7	ENSG00000044090_CUL7	ENSG00000044090	9820	1932.382498	0.060793149	0.329872173	0.18429305	0.853783565	0.939238945	9820
CUL9	ENSG00000112659_CUL9	ENSG00000112659	23113	3265.170172	-0.376100279	0.337760796	-1.113510753	0.265489133	0.547624323	23113
CUTA	ENSG00000112514_CUTA	ENSG00000112514	51596	757.8785856	0.706969119	0.388717591	1.818721701	0.068953899	0.264709315	51596
CUTC	ENSG00000119929_CUTC	ENSG00000119929	51076	253.5864592	0.015532048	0.357347632	0.043464813	0.965331013	0.985560552	51076
CUX1	ENSG00000257923_CUX1	ENSG00000257923	1523	7653.116192	0.842568592	0.295791216	2.848524728	0.004392244	0.052960216	1523
CUX2	ENSG00000111249_CUX2	ENSG00000111249	23316	41.15666085	-1.383691434	0.881049569	-1.570503503	0.11629802	0.35317438	23316
CWC15	ENSG00000150316_CWC15	ENSG00000150316	51503	801.8722896	0.738021244	0.330593391	2.232413786	0.025587627	0.152514527	51503
CWC22	ENSG00000163510_CWC22	ENSG00000163510	57703	919.3380252	0.026268583	0.2844046	0.092363426	0.926409297	0.969790784	57703
CWC25	ENSG00000273559_CWC25	ENSG00000273559	54883	839.2367688	0.48838043	0.252996952	1.93038069	0.053559686	0.231335917	54883
CWC27	ENSG00000153015_CWC27	ENSG00000153015	10283	794.9602903	0.113144131	0.343090339	0.329779415	0.741566643	0.887443738	10283
CWF19L1	ENSG00000095485_CWF19L1	ENSG00000095485	55280	625.1968608	0.102457075	0.290151238	0.353116104	0.7240014	0.878271741	55280
CWF19L2	ENSG00000152404_CWF19L2	ENSG00000152404	143884	794.7616502	-0.523469502	0.341103828	-1.534633913	0.124873777	0.367099777	143884
CWH43	ENSG00000109182_CWH43	ENSG00000109182	80157	196.7104191	6.460983091	1.138809213	5.673455235	1.4e-08	2.32e-06	80157
CX3CL1	ENSG00000006210_CX3CL1	ENSG00000006210	6376	467.6642457	-1.104430556	0.754350429	-1.464081565	0.143171664	0.39501923	6376
CX3CR1	ENSG00000168329_CX3CR1	ENSG00000168329	1524	56.30850996	-1.27230279	0.796456404	-1.597454403	0.110164454	0.343272812	1524
CXADR	ENSG00000154639_CXADR	ENSG00000154639	1525	4784.835638	0.235942498	0.525169121	0.449269556	0.653237216	0.838593789	1525
CXCL1	ENSG00000163739_CXCL1	ENSG00000163739	2919	1816.56516	1.606067306	0.743816944	2.159223877	0.030832802	0.170983594	2919
CXCL10	ENSG00000169245_CXCL10	ENSG00000169245	3627	1640.088156	0.619155114	0.814805416	0.75988095	0.447325749	0.703881816	3627
CXCL11	ENSG00000169248_CXCL11	ENSG00000169248	6373	547.4596572	0.567300119	0.888653018	0.638382032	0.523225025	0.756925894	6373
CXCL12	ENSG00000107562_CXCL12	ENSG00000107562	6387	1611.383311	-1.246707463	0.726398759	-1.716285234	0.08610985	0.299455912	6387
CXCL13	ENSG00000156234_CXCL13	ENSG00000156234	10563	345.7839839	-0.823860065	0.890491207	-0.925174845	0.354874966	0.63144309	10563
CXCL14	ENSG00000145824_CXCL14	ENSG00000145824	9547	547.5998433	1.772117828	0.864712069	2.049373301	0.040425626	0.198741045	9547
CXCL16	ENSG00000161921_CXCL16	ENSG00000161921	58191	987.4454515	-0.163917253	0.251020203	-0.653004223	0.513753556	0.750302836	58191
CXCL17	ENSG00000189377_CXCL17	ENSG00000189377	284340	625.9605433	0.551970683	0.929019145	0.594143496	0.552416141	0.777658124	284340
CXCL2	ENSG00000081041_CXCL2	ENSG00000081041	2920	467.9180909	0.086066371	0.772225053	0.111452446	0.911257573	0.964559435	2920
CXCL3	ENSG00000163734_CXCL3	ENSG00000163734	2921	152.1250167	0.047755562	0.752378999	0.063472747	0.94939006	0.978591153	2921
CXCL5	ENSG00000163735_CXCL5	ENSG00000163735	6374	313.5255469	1.511773233	0.955054178	1.582918821	0.113439968	0.348696194	6374
CXCL6	ENSG00000124875_CXCL6	ENSG00000124875	6372	469.6763751	-0.485307725	1.022326695	-0.474709041	0.634994373	0.828351398	6372
CXCL8	ENSG00000169429_CXCL8	ENSG00000169429	3576	2407.867009	2.585592358	0.848511039	3.047211218	0.002309753	0.034721784	3576
CXCL9	ENSG00000138755_CXCL9	ENSG00000138755	4283	3299.307978	-0.797350374	0.855577147	-0.93194445	0.351365234	0.628474804	4283
CXCR1	ENSG00000163464_CXCR1	ENSG00000163464	3577	46.2534363	2.015434302	0.928536241	2.170549961	0.029965208	0.168354146	3577
CXCR2	ENSG00000180871_CXCR2	ENSG00000180871	3579	102.3799319	0.151945054	0.732096898	0.207547736	0.835582116	0.932930323	3579
CXCR2P1	ENSG00000229754_CXCR2P1	ENSG00000229754	3580	108.9673575	-2.869892942	0.78297763	-3.665357516	0.000246993	0.00731832	3580
CXCR3	ENSG00000186810_CXCR3	ENSG00000186810	2833	104.3078869	-1.245047874	0.64704632	-1.924202078	0.054329259	0.233183662	2833
CXCR4	ENSG00000121966_CXCR4	ENSG00000121966	7852	1460.74345	-0.72859698	0.55075801	-1.322898561	0.185869114	0.455634385	7852
CXCR5	ENSG00000160683_CXCR5	ENSG00000160683	643	51.3281429	-2.428372685	0.802430756	-3.026270697	0.002475905	0.036358067	643
CXCR6	ENSG00000172215_CXCR6	ENSG00000172215	10663	331.7688586	-0.771264319	0.401932417	-1.918890555	0.054998186	0.23436781	10663
CXXC1	ENSG00000154832_CXXC1	ENSG00000154832	30827	1132.318391	-0.043788413	0.271704986	-0.161161611	0.871966116	0.948125312	30827
CXXC4	ENSG00000168772_CXXC4	ENSG00000168772	80319	80.80528303	-2.167834297	0.883981668	-2.452352096	0.014192571	0.108281564	80319
CXXC5	ENSG00000171604_CXXC5	ENSG00000171604	51523	397.6613468	-0.469863549	0.644931266	-0.728548256	0.46627804	0.71705106	51523
CXorf21	ENSG00000120280_CXorf21	ENSG00000120280	80231	77.72728358	-0.618542636	0.609863816	-1.01423075	0.310472659	0.592603415	80231
CXorf23	ENSG00000173681_CXorf23	ENSG00000173681	256643	1063.541311	-0.295045323	0.292112187	-1.010041127	0.312475586	0.594653801	256643
CXorf36	ENSG00000147113_CXorf36	ENSG00000147113	79742	335.4001703	-0.642653612	0.488189427	-1.316402152	0.1880391	0.458689467	79742
CXorf38	ENSG00000185753_CXorf38	ENSG00000185753	159013	676.8768788	-0.246716988	0.32255357	-0.764886864	0.444338917	0.701620748	159013
CXorf40A	ENSG00000197620_CXorf40A	ENSG00000197620	91966	305.2485917	-0.153272765	0.327548465	-0.467939196	0.639828073	0.830689635	91966
CXorf40B	ENSG00000197021_CXorf40B	ENSG00000197021	541578	709.3110589	-0.117326218	0.354549087	-0.330916711	0.740707399	0.887016996	541578
CXorf49B	ENSG00000215113_CXorf49B	ENSG00000215113	100132994	48.47419956	2.508847766	1.738654456	1.442982392	0.149025432	0.403256999	100132994
CXorf56	ENSG00000018610_CXorf56	ENSG00000018610	63932	484.0156591	0.486030742	0.289673294	1.677858307	0.093374763	0.313064076	63932
CXorf57	ENSG00000147231_CXorf57	ENSG00000147231	55086	500.7685877	-0.376239976	0.644808864	-0.583490702	0.559563015	0.781803169	55086
CXorf58	ENSG00000165182_CXorf58	ENSG00000165182	254158	19.57235682	-0.431091217	0.81641205	-0.528031423	0.597477526	0.806319544	254158
CXorf65	ENSG00000204165_CXorf65	ENSG00000204165	158830	25.4126932	-0.657418424	0.904449842	-0.726871069	0.467304941	0.717745518	158830
CYB561	ENSG00000008283_CYB561	ENSG00000008283	1534	986.918301	-0.050337818	0.379551034	-0.132624636	0.894490248	0.957634994	1534
